AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
LUPA,F,Border Collie,Brooklyn,07/07/2016
MAGGIE ,F,Havanese,Manhattan,07/07/2016
MARCO,M,Portuguese Water Dog,Manhattan,07/07/2016
MARIO,M,Unknown,Brooklyn,07/07/2016
MARTIN ,M,"Poodle, Toy",Brooklyn,07/07/2016
MAX ,M,Bichon Frise,Brooklyn,07/07/2016
MAXIMUS,M,Unknown,Staten Island,07/07/2016
MAYA,F,Labrador Retriever Crossbreed,Queens,07/07/2016
MIA,F,Chihuahua,Bronx,07/07/2016
MIA,F,Yorkshire Terrier,Staten Island,07/07/2016
MIA,F,Chihuahua,Brooklyn,07/07/2016
MICKEY,M,Chihuahua,Queens,07/07/2016
MICKY,M,Yorkshire Terrier,Queens,07/07/2016
MILO,M,Labrador Retriever,Bronx,07/07/2016
MISS ,F,Bichon Frise,Queens,07/07/2016
MITCH,M,Labrador Retriever Crossbreed,Manhattan,07/07/2016
MIZ ,F,"Bull Dog, French",Manhattan,07/07/2016
MOLLY,F,Yorkshire Terrier,Queens,07/07/2016
MOLLY,F,Labrador Retriever,Manhattan,07/07/2016
MR.B,M,Miniature Schnauzer,Queens,07/07/2016
NAME NOT PROVIDED,M,Unknown,Queens,07/07/2016
NARCISSE,F,Shih Tzu,Queens,07/07/2016
NATURE,F,Unknown,Bronx,07/07/2016
NOBBY ,M,Unknown,QUEENS,07/07/2016
OLIVE,F,Pug,Brooklyn,07/07/2016
OTIS,M,Chihuahua,Brooklyn,07/07/2016
OZZY,M,Pug,Bronx,07/07/2016
OZZY,M,Rottweiler,Queens,07/07/2016
PAGLIACCI,F,American Pit Bull Mix / Pit Bull Mix,Queens,07/07/2016
PANDA,F,Shih Tzu,Staten Island,07/07/2016
PAULIE,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/07/2016
PEACHES,F,"Poodle, Toy",Brooklyn,07/07/2016
PENELOPE,F,Collie Crossbreed,Brooklyn,07/07/2016
PEPPER,F,Australian Shepherd,Manhattan,07/07/2016
PEPPY ,M,Unknown,Brooklyn,07/07/2016
PERLE,F,Havanese,Manhattan,07/07/2016
PETER,M,Labrador Retriever,Manhattan,07/07/2016
PHOEBE,F,"Dachshund, Wirehaired, Miniature",Manhattan,07/07/2016
PIPER,F,Labrador Retriever Crossbreed,Manhattan,07/07/2016
POLO,M,American Pit Bull Mix / Pit Bull Mix,Bronx,07/07/2016
POOCHO,M,Maltese Crossbreed,Queens,07/07/2016
POPCORN,M,Maltese,Queens,07/07/2016
PRINCE,M,Maltese,Queens,07/07/2016
PRINCESS,F,Yorkshire Terrier,Queens,07/07/2016
PRINCESS ,F,Unknown,Queens,07/07/2016
PRIUS,M,Shih Tzu,Queens,07/07/2016
Q-TIP,M,Cotton De Tulear,Brooklyn,07/07/2016
QUINN,F,Rhodesian Ridgeback,Manhattan,07/07/2016
REBEL,M,Chihuahua,Queens,07/07/2016
REYNA ,F,Maltese Crossbreed,Bronx,07/07/2016
RICE,F,American Pit Bull Terrier/Pit Bull,Staten Island,07/07/2016
RILEY,M,Yorkshire Terrier,Manhattan,07/07/2016
RILEY,M,Golden Retriever,Manhattan,07/07/2016
ROCCO ,M,Unknown,Bronx,07/07/2016
ROCKY,M,American Pit Bull Terrier/Pit Bull,Bronx,07/07/2016
ROCKY,M,American Pit Bull Terrier/Pit Bull,Queens,07/07/2016
ROCKY,M,Cocker Spaniel,Queens,07/07/2016
ROLLO,M,Jack Russell Terrier,Manhattan,07/07/2016
RONJA,F,Unknown,Manhattan,07/07/2016
ROSIE,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/07/2016
ROXIE,F,West High White Terrier,Staten Island,07/07/2016
RUBY,F,Chihuahua,Manhattan,07/07/2016
RUDI,M,Unknown,Bronx,07/07/2016
RUFUS,M,Cocker Spaniel,Manhattan,07/07/2016
RUGBY,M,Shih Tzu,Manhattan,07/07/2016
SABLE ,F,Pomeranian,Queens,07/07/2016
SAM,M,Unknown,Queens,07/07/2016
SAMANTHA ,F,Puggle,Staten Island,07/07/2016
SAMMY,M,Dachshund Smooth Coat,Manhattan,07/07/2016
SAMSON,M,Yorkshire Terrier,Brooklyn,07/07/2016
SANDY,F,American Pit Bull Terrier/Pit Bull,Manhattan,07/07/2016
SCOGGIE,M,Chow Chow,Queens,07/07/2016
SCOUT ,F,Boston Terrier,Brooklyn,07/07/2016
SCRAPS,F,Jack Russell Terrier,Manhattan,07/07/2016
SCRUFFY,F,Chihuahua,Staten Island,07/07/2016
SHORTIE,M,Miniature Pinscher,Queens,07/07/2016
SHORTY,M,Jack Russell Terrier,Brooklyn,07/07/2016
SIMONA,F,Old English Sheepdog,Queens,07/07/2016
SNOOPY,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/07/2016
SONNY,M,Shih Tzu,Queens,07/07/2016
SONNY ,M,Cocker Spaniel,Brooklyn,07/07/2016
SOOKIE ,F,Siberian Husky,Bronx,07/07/2016
SOPHIE,F,Chihuahua,Manhattan,07/07/2016
SPENCER,F,Boston Terrier,Manhattan,07/07/2016
SPRINKLES,F,Jack Russell Terrier,Staten Island,07/07/2016
SQUEAKY,M,Chihuahua,Brooklyn,07/07/2016
STASIU,M,"Dachshund, Long Haired Miniature",Brooklyn,07/07/2016
STEFAN,M,Shiba Inu,Manhattan,07/07/2016
STEFAN,M,Miniature Schnauzer,Queens,07/07/2016
SUNNY,F,Unknown,Brooklyn,07/07/2016
SUYAI,M,Shih Tzu,Manhattan,07/07/2016
TEDDY,M,Unknown,Staten Island,07/07/2016
TIFFANY ,F,Maltese,Queens,07/07/2016
TIGER,M,Dachshund Smooth Coat,Brooklyn,07/07/2016
TIKI,M,Unknown,Brooklyn,07/07/2016
TIKI,M,Toy Fox Terrier,Bronx,07/07/2016
TITO ,M,Yorkshire Terrier,Brooklyn,07/07/2016
TOT,M,Maltese,Queens,07/07/2016
TRIXIE,F,Shih Tzu,Brooklyn,07/07/2016
TROY,F,English Springer Spaniel,Manhattan,07/07/2016
TUCKER,M,Havanese,Manhattan,07/07/2016
ULA,M,Affenpinscher,Manhattan,07/07/2016
UNKNOWN,M,Golden Retriever,Queens,07/07/2016
UNKNOWN,M,Beagle,Queens,07/07/2016
UNKNOWN,M,Dachshund,Queens,07/07/2016
UNKNOWN,M,"Schnauzer, Miniature",Queens,07/07/2016
UNKNOWN,M,Shiba Inu,Queens,07/07/2016
UNKNOWN,M,Shiba Inu,Staten Island,07/07/2016
UNKNOWN,M,Shiba Inu,Queens,07/07/2016
UNKNOWN,M,Maltese Crossbreed,Queens,07/07/2016
UNKNOWN,M,Dachshund Smooth Coat Miniature,Manhattan,07/07/2016
WELLINGTON ,M,West Highland White Terrier,Manhattan,07/07/2016
WICKET,M,Shih Tzu,Bronx,07/07/2016
WILSON,M,Lhasa Apso,Queens,07/07/2016
WINNIE,F,Labrador Retriever Crossbreed,Brooklyn,07/07/2016
XANDER,M,Yorkshire Terrier,Queens,07/07/2016
ZARA,F,Unknown,Manhattan,07/07/2016
ZEUS,M,American Pit Bull Terrier/Pit Bull,Brooklyn,07/07/2016
ZOE,F,Chihuahua,Queens,07/07/2016
ABSOLUT,M,Cotton De Tulear,Bronx,07/06/2016
ACE ,M,English Springer Spaniel,Queens,07/06/2016
ALI,F,Boxer,Queens,07/06/2016
ALICE,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
ANGEL,F,Cocker Spaniel,Queens,07/06/2016
ANGEL,F,American Pit Bull Terrier/Pit Bull,Queens,07/06/2016
ANGELIKA,F,Unknown,QUEENS,07/06/2016
ANTHONY,M,"Poodle, Toy",Bronx,07/06/2016
APRIL,F,Yorkshire Terrier,Bronx,07/06/2016
ARCHIBALD ,M,West Highland White Terrier,Queens,07/06/2016
ARCHIEBALD,M,Yorkshire Terrier,Brooklyn,07/06/2016
ARETHA ,F,West High White Terrier,Manhattan,07/06/2016
ARGOS,M,Poodle Crossbreed,Queens,07/06/2016
ASTON ,M,American Pit Bull Terrier/Pit Bull,Bronx,07/06/2016
ASTRID,F,Miniature Pinscher,Brooklyn,07/06/2016
ATHENA,F,Dogue de Bordeaux,Staten Island,07/06/2016
ATLAS ,M,Unknown,Manhattan,07/06/2016
BABY ,F,American Pit Bull Mix / Pit Bull Mix,Bronx,07/06/2016
BAM ,M,Unknown,Brooklyn,07/06/2016
BANKS,M,German Shepherd Dog,Brooklyn,07/06/2016
BARNEY ,M,Unknown,Queens,07/06/2016
BASQUIAT,M,"Poodle, Toy",Manhattan,07/06/2016
BEAR,M,Beagle,Bronx,07/06/2016
BEAR ,M,Boxer,Staten Island,07/06/2016
BELLA,F,Siberian Husky,Queens,07/06/2016
BELLA,F,Beagle,Queens,07/06/2016
BELLA,F,Yorkshire Terrier,Brooklyn,07/06/2016
BELLA ,F,Rottweiler,Brooklyn,07/06/2016
BELLA ,F,"Poodle, Miniature",Brooklyn,07/06/2016
BELLE,F,Australian Shepherd,Brooklyn,07/06/2016
BENJI,M,Lhasa Apso,Manhattan,07/06/2016
BENJI ,M,Unknown,Bronx,07/06/2016
BLACKY,M,Chihuahua Crossbreed,Bronx,07/06/2016
BLAZE,M,Cavalier King Charles Spaniel,Manhattan,07/06/2016
BLONDE,F,Chihuahua,Brooklyn,07/06/2016
BLOSSOM,F,Unknown,Manhattan,07/06/2016
BLUE,F,American Pit Bull Terrier/Pit Bull,Brooklyn,07/06/2016
BOBDOG ,M,Shih Tzu Crossbreed,Brooklyn,07/06/2016
BOGART,M,Bichon Frise,Staten Island,07/06/2016
BORIS,M,Labrador Retriever,Manhattan,07/06/2016
BOSCO,M,Unknown,Staten Island,07/06/2016
BOSCO,M,Shih Tzu,Staten Island,07/06/2016
BOSCO,M,Unknown,Brooklyn,07/06/2016
BRADY ,M,"Welsh Corgi, Pembroke",Manhattan,07/06/2016
BRONSON ,M,Labrador Retriever,Manhattan,07/06/2016
BROOKLYN,F,Staffordshire Bull Terrier,Queens,07/06/2016
BROOKLYN ,F,Yorkshire Terrier,Staten Island,07/06/2016
BROWNIE ,M,Yorkshire Terrier Crossbreed,Queens,07/06/2016
BUBBLES,F,Yorkshire Terrier,Queens,07/06/2016
BUDDY,M,West High White Terrier,Manhattan,07/06/2016
BUDDY,M,Beagle,Staten Island,07/06/2016
BUDDY ,M,Unknown,Staten Island,07/06/2016
BUDDY ,M,Jack Russell Terrier,Staten Island,07/06/2016
BUDDY ,M,Labrador Retriever,Staten Island,07/06/2016
BULLY,M,Yorkshire Terrier,Queens,07/06/2016
BUSTER,M,Labradoodle,Manhattan,07/06/2016
BUSTER,M,Boston Terrier,Staten Island,07/06/2016
BUSTER ,M,Wheaton Terrier,Manhattan,07/06/2016
CALI,F,Unknown,Staten Island,07/06/2016
CAPTAIN ,M,Tibetan Spaniel,Queens,07/06/2016
CARLIE,F,Beagle,Manhattan,07/06/2016
CARTER,M,Bluetick Coonhound,Manhattan,07/06/2016
CATO,M,Unknown,Manhattan,07/06/2016
CAYMUS,M,Unknown,Manhattan,07/06/2016
CHANCE,M,Unknown,Queens,07/06/2016
CHANEL,F,"Poodle, Standard",Queens,07/06/2016
CHARLES ,M,Chihuahua,Brooklyn,07/06/2016
CHARLIE,M,Maltipoo,Brooklyn,07/06/2016
CHARLIE,M,Pomeranian,Brooklyn,07/06/2016
CHARLIE ,M,Unknown,Manhattan,07/06/2016
CHE ,M,Havanese,Brooklyn,07/06/2016
CHEECH,M,Lhasa Apso,Brooklyn,07/06/2016
CHLOE ,F,Unknown,Bronx,07/06/2016
CHRISTMASEVE,F,Unknown,Brooklyn,07/06/2016
CINDY,F,Yorkshire Terrier Crossbreed,Brooklyn,07/06/2016
CLARK,M,Vizsla,Manhattan,07/06/2016
CLEVELAND,M,"Bull Dog, French",Manhattan,07/06/2016
CLOVER,F,Beagle,Manhattan,07/06/2016
COCO,M,Shih Tzu,Bronx,07/06/2016
COCO ,M,Lhasa Apso,Manhattan,07/06/2016
CODI,F,Goldendoodle,Manhattan,07/06/2016
CODY,M,Unknown,Staten Island,07/06/2016
COFFEY,M,Pug,Brooklyn,07/06/2016
COOKIE,F,Cocker Spaniel,Queens,07/06/2016
CUPCAKE,F,Pomeranian,Bronx,07/06/2016
DAISY,F,Cocker Spaniel,Queens,07/06/2016
DAISY,F,Jack Russell Terrier,Staten Island,07/06/2016
DAISY ,F,Yorkshire Terrier,Queens,07/06/2016
DAISY ,F,Shih Tzu,Brooklyn,07/06/2016
DAYZE ,F,Unknown,Manhattan,07/06/2016
DELILAH ,F,Unknown,Manhattan,07/06/2016
DELILIAH,F,Unknown,Manhattan,07/06/2016
DEXTER,M,Beagle,Brooklyn,07/06/2016
DIAMOND,F,American Pit Bull Terrier/Pit Bull,Brooklyn,07/06/2016
DIXIE ,F,West Highland White Terrier,Staten Island,07/06/2016
DUKE ,M,Unknown,Manhattan,07/06/2016
DUKE ,M,Labrador Retriever,Staten Island,07/06/2016
EDDIE,M,Pug,Queens,07/06/2016
EGYPT,F,"Poodle, Toy",Brooklyn,07/06/2016
ENZO,M,Yorkshire Terrier,Queens,07/06/2016
ERNIE ,M,Unknown,Queens,07/06/2016
FAWN,F,Labrador Retriever,Brooklyn,07/06/2016
FLUFFY,F,Maltese Crossbreed,Manhattan,07/06/2016
FRECKLES,M,Brittany Spaniel,Queens,07/06/2016
FRITZY,M,Chihuahua,Manhattan,07/06/2016
FROG ,M,Pug,MANHATTAN,07/06/2016
GERSHWIN,M,Italian Greyhound,Manhattan,07/06/2016
GINGER,F,Golden Retriever,Staten Island,07/06/2016
GINGERPUFF,F,"Poodle, Toy",Manhattan,07/06/2016
GINNY ,F,Labrador Retriever Crossbreed,Queens,07/06/2016
GIZMO,M,Yorkshire Terrier,Manhattan,07/06/2016
GOTTI,M,Maltese,Manhattan,07/06/2016
GRACIE,F,Unknown,Manhattan,07/06/2016
GRETZKY,M,Terrier mix,Brooklyn,07/06/2016
GUAPO ,M,Unknown,Bronx,07/06/2016
GUS ,M,Dachshund Smooth Coat Miniature,Manhattan,07/06/2016
HARLEY,F,Terrier mix,Brooklyn,07/06/2016
HARLEY,M,Maltese,Manhattan,07/06/2016
HEWEY,M,Catahoula Leopard Dog,Brooklyn,07/06/2016
HOMER,M,Brussels Griffon,Manhattan,07/06/2016
INDIANA,M,Golden Retriever,Staten Island,07/06/2016
INKY,M,Jack Russell Terrier,Staten Island,07/06/2016
IZZY,F,Jack Russell Terrier,Manhattan,07/06/2016
JACK,M,Golden Retriever,Manhattan,07/06/2016
JACKSON,M,"Poodle, Miniature",Manhattan,07/06/2016
JAEGER,M,Labrador Retriever Crossbreed,Brooklyn,07/06/2016
JASMINE,F,Golden Retriever,Manhattan,07/06/2016
JASPER,M,Chihuahua Crossbreed,Brooklyn,07/06/2016
JASPER,M,Labrador Retriever,Manhattan,07/06/2016
JED,M,Dachshund Smooth Coat,Manhattan,07/06/2016
JEF,M,Unknown,Brooklyn,07/06/2016
JERICHO,M,Labrador Retriever,Queens,07/06/2016
JERSEY,F,Chihuahua,Brooklyn,07/06/2016
JESSIE ,F,Poodle Crossbreed,Bronx,07/06/2016
JOJO,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
JOSHUA,M,Pomeranian,Queens,07/06/2016
JUNIOR ,M,Unknown,Bronx,07/06/2016
KAYLA,F,Havanese,Manhattan,07/06/2016
KAZUMA,M,Chesapeake Bay Retriever,Brooklyn,07/06/2016
KEIKO,F,"Bull Dog, French",Manhattan,07/06/2016
KENSI,F,German Shepherd Crossbreed,Brooklyn,07/06/2016
KIMI ,F,German Shepherd Dog,Queens,07/06/2016
KING,M,Cane Corso,Brooklyn,07/06/2016
KING,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
KONA,F,Shiba Inu,Manhattan,07/06/2016
KYE,F,German Shepherd Crossbreed,Brooklyn,07/06/2016
LADY,F,Lhasa Apso,Manhattan,07/06/2016
LADY ,F,Cavalier King Charles Spaniel,Manhattan,07/06/2016
LANDON,M,Pomeranian,Brooklyn,07/06/2016
LAYLA,F,Labrador Retriever,Manhattan,07/06/2016
LEELEE,F,Yorkshire Terrier Crossbreed,Brooklyn,07/06/2016
LEILA ,F,Puggle,Staten Island,07/06/2016
LEO,M,Shih Tzu,Brooklyn,07/06/2016
LEXIE,F,Unknown,Queens,07/06/2016
LIA,F,Unknown,Queens,07/06/2016
LILY,F,"Bull Dog, English",Staten Island,07/06/2016
LOBO,M,Unknown,Bronx,07/06/2016
LOLA,F,Labrador Retriever Crossbreed,Queens,07/06/2016
LOLA ,F,Puggle,BROOKLYN,07/06/2016
LOUIE ,M,Unknown,Queens,07/06/2016
LUCKIE,M,Chihuahua,Bronx,07/06/2016
LUCKY,M,"Poodle, Standard",Bronx,07/06/2016
LUCKY,M,Cocker Spaniel,Queens,07/06/2016
LUCKY ,M,Yorkshire Terrier,Manhattan,07/06/2016
LUCY,F,Miniature Pinscher,Brooklyn,07/06/2016
LUKAS ,F,Beagle,Queens,07/06/2016
LULU,F,Boxer,Manhattan,07/06/2016
LUNA,F,Unknown,Manhattan,07/06/2016
MAGGIE ,F,Labrador Retriever,Queens,07/06/2016
MAGIC ,M,"Poodle, Standard",Brooklyn,07/06/2016
MAMMA ,F,Pug,Manhattan,07/06/2016
MARI,F,Chihuahua,Queens,07/06/2016
MATRIX,M,Pug,Brooklyn,07/06/2016
MAVERICK,M,Golden Retriever,Queens,07/06/2016
MAX,M,Dachshund,Bronx,07/06/2016
MAX,M,"Welsh Corgi, Cardigan",Manhattan,07/06/2016
MAXWELL ,M,Boston Terrier,Manhattan,07/06/2016
MELO,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
MIETTE ,F,Yorkshire Terrier,Manhattan,07/06/2016
MISHKA,M,Shih Tzu,Brooklyn,07/06/2016
MISS ,F,Unknown,Manhattan,07/06/2016
MISTY,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
MOCHI,F,Lhasa Apso,Manhattan,07/06/2016
MOSES,M,Chihuahua Crossbreed,Manhattan,07/06/2016
MOZART,M,Yorkshire Terrier,Queens,07/06/2016
MUNCHKIN,F,Pug,Queens,07/06/2016
MURPHY,M,American Pit Bull Terrier/Pit Bull,Manhattan,07/06/2016
NA ,F,Pug,Manhattan,07/06/2016
NAME NOT PROVIDED,M,Shih Tzu,Manhattan,07/06/2016
NEIL ,M,Basset Hound,Brooklyn,07/06/2016
NENA,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,07/06/2016
NENA ,F,Yorkshire Terrier,Bronx,07/06/2016
NESTLE,M,Miniature Pinscher,Bronx,07/06/2016
NICO ,M,Bichon Frise,Bronx,07/06/2016
NIKO,M,Australian Shepherd,Queens,07/06/2016
OBADIAH,M,Golden Retriever,Manhattan,07/06/2016
ODY ,M,Unknown,Queens,07/06/2016
OLIVER ,M,Maltese,Bronx,07/06/2016
OLYMPIA,F,"Bull Dog, English",Staten Island,07/06/2016
OREO,M,Chihuahua,Brooklyn,07/06/2016
OREO,M,American Pit Bull Terrier/Pit Bull,Bronx,07/06/2016
OSCAR ,M,Jack Russell Terrier,Manhattan,07/06/2016
OTIS,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
OTTO,M,Miniature Pinscher,Brooklyn,07/06/2016
OZZIE ,M,Beagle,Manhattan,07/06/2016
PAISLEY,F,Great Pyrenees,Queens,07/06/2016
PANCAKE,M,Jack Russell Terrier,Brooklyn,07/06/2016
PANSY,M,Chihuahua,Manhattan,07/06/2016
PAPAGENA,F,Chihuahua,Manhattan,07/06/2016
PEGGY,F,Unknown,Staten Island,07/06/2016
PENNY,F,Dachshund Smooth Coat Miniature,Manhattan,07/06/2016
PEPPER,F,Yorkshire Terrier,Bronx,07/06/2016
PETE,M,Labrador Retriever,Brooklyn,07/06/2016
PICKLE,F,Miniature Schnauzer,Manhattan,07/06/2016
PIGUE,M,Pekingese,Manhattan,07/06/2016
POPPY,F,Shih Tzu,Manhattan,07/06/2016
PRECIOUS,F,Unknown,Staten Island,07/06/2016
PRECIOUS ,F,Unknown,QUEENS,07/06/2016
PRESA,F,Mastiff,Bronx,07/06/2016
PRINCESSA,F,Shih Tzu,Brooklyn,07/06/2016
QUINCE,M,Cavalier King Charles Spaniel,Manhattan,07/06/2016
RAISIN,F,Pug,Queens,07/06/2016
RALPHIE ,M,Unknown,BROOKLYN,07/06/2016
RIPLEY,F,American Staffordshire Terrier ,Staten Island,07/06/2016
ROCKY,M,Yorkshire Terrier,Bronx,07/06/2016
ROMEO,M,Unknown,Manhattan,07/06/2016
ROSE,F,Unknown,Manhattan,07/06/2016
ROSIE,F,Chihuahua Crossbreed,Manhattan,07/06/2016
ROSY,F,Beagle,Brooklyn,07/06/2016
RUBI,F,Maltese,Manhattan,07/06/2016
RUBY,F,Unknown,Staten Island,07/06/2016
RUSTY,M,Miniature Pinscher,Brooklyn,07/06/2016
SAMPSON ,M,Puggle,BROOKLYN,07/06/2016
SAMSON ,M,Unknown,Manhattan,07/06/2016
SANDY,F,Unknown,Manhattan,07/06/2016
SARAH ,F,Labrador Retriever,Bronx,07/06/2016
SASHA ,F,Siberian Husky,Bronx,07/06/2016
SEDONA,M,American Pit Bull Terrier/Pit Bull,Manhattan,07/06/2016
SHANE,M,Pug,Brooklyn,07/06/2016
SHOOTER ,M,Labrador Retriever,Queens,07/06/2016
SIENNA,F,Unknown,Queens,07/06/2016
SNICKERS,M,Shih Tzu,Bronx,07/06/2016
SNOWBALL,F,Lhasa Apso,Queens,07/06/2016
SONNY,M,Golden Retriever,Manhattan,07/06/2016
SONNY ,M,"Schnauzer, Miniature",Staten Island,07/06/2016
SOPHIE,F,Cocker Spaniel,Brooklyn,07/06/2016
SOPHIE,F,Havanese,Staten Island,07/06/2016
SPICE ,M,Shih Tzu,Staten Island,07/06/2016
SUGAR ,F,Maltese,Brooklyn,07/06/2016
SUNDANCE,M,Unknown,Manhattan,07/06/2016
SUZIE,F,Chihuahua,Brooklyn,07/06/2016
TACO,M,American Staffordshire Terrier ,Brooklyn,07/06/2016
TASHA,F,Labrador Retriever,Bronx,07/06/2016
TESS,F,Unknown,Staten Island,07/06/2016
TIFA,F,Boston Terrier,Brooklyn,07/06/2016
TIFFANY ,F,Yorkshire Terrier,Queens,07/06/2016
TJ,M,Shih Tzu,Queens,07/06/2016
TOBY,M,"Poodle, Miniature",Manhattan,07/06/2016
TOBY,M,Goldendoodle,Manhattan,07/06/2016
TOMMY ,M,Lhasa Apso,Brooklyn,07/06/2016
TONY,M,Border Terrier,Bronx,07/06/2016
TONY ,M,Yorkshire Terrier,Brooklyn,07/06/2016
TUTO ,M,Manchester Terrier,Bronx,07/06/2016
TYLER,M,Havanese,Manhattan,07/06/2016
TYSON,M,German Shepherd Crossbreed,Brooklyn,07/06/2016
UNKNOWN,F,Yorkshire Terrier,Manhattan,07/06/2016
UNKNOWN,M,Dachshund Crossbreed,Brooklyn,07/06/2016
UNKNOWN,M,German Shepherd Crossbreed,Brooklyn,07/06/2016
UNKNOWN,M,Pug Crossbreed,Brooklyn,07/06/2016
VALENTINA,F,Rat Terrier,Manhattan,07/06/2016
WALLACE,F,Boston Terrier,Brooklyn,07/06/2016
WILSON ,M,Dachshund,Queens,07/06/2016
WINTER ,F,Maltese,Bronx,07/06/2016
WOODY ,M,Unknown,Queens,07/06/2016
ZORRO,M,Cavalier King Charles Spaniel,Brooklyn,07/06/2016
ZUCCARELLO,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/06/2016
ABBY,F,Labrador Retriever,Staten Island,07/05/2016
ANISE,F,Labradoodle,Brooklyn,07/05/2016
ARCHIE,M,Morkie,Manhattan,07/05/2016
ARMANI,F,Poodle Crossbreed,Bronx,07/05/2016
AURA,F,Miniature Pinscher,Manhattan,07/05/2016
AVERY ,F,Unknown,Manhattan,07/05/2016
BACI,F,Yorkshire Terrier,Bronx,07/05/2016
BARNEY,M,Beagle,Staten Island,07/05/2016
BBO ,M,Poodle,Queens,07/05/2016
BEANZ,M,Terrier mix,Queens,07/05/2016
BEBEE,F,Unknown,Brooklyn,07/05/2016
BELLA,F,Unknown,Queens,07/05/2016
BENJI,M,Chihuahua,Manhattan,07/05/2016
BERNIE ,M,Lhasa Apso,Manhattan,07/05/2016
BIBI ,F,Golden Retriever,BROOKLYN,07/05/2016
BISCUIT,M,French Bulldog,Brooklyn,07/05/2016
BLAKE ,M,Yorkshire Terrier,Bronx,07/05/2016
BLU,M,Unknown,Manhattan,07/05/2016
BLUE ,M,Chihuahua,Bronx,07/05/2016
BLUEY,M,Terrier mix,Staten Island,07/05/2016
BOGEY,F,"Poodle, Standard",Manhattan,07/05/2016
BOY,M,American Pit Bull Terrier/Pit Bull,Bronx,07/05/2016
BROOKLYN ,M,Yorkshire Terrier,Bronx,07/05/2016
BRUNO,M,"Poodle, Standard",Queens,07/05/2016
BUBBA,M,Yorkshire Terrier,Queens,07/05/2016
BUSTER,M,Yorkshire Terrier,Staten Island,07/05/2016
BUTTER,M,Chihuahua,Bronx,07/05/2016
CAMBERT,M,Labrador Retriever Crossbreed,Manhattan,07/05/2016
CARLUSHA,M,Shih Tzu,Brooklyn,07/05/2016
CARMINE,M,Pomeranian,Staten Island,07/05/2016
CECELIA,F,Chow Chow,Brooklyn,07/05/2016
CHARLIE,M,Poodle Crossbreed,Manhattan,07/05/2016
CHARLIE,M,Labrador Retriever,Queens,07/05/2016
CHICO,M,Unknown,Queens,07/05/2016
CHIP,M,Shih Tzu,Manhattan,07/05/2016
CHIPPER,M,Shih Tzu,Queens,07/05/2016
CLARICE,F,American Pit Bull Mix / Pit Bull Mix,Queens,07/05/2016
COCO,F,Maltese,Manhattan,07/05/2016
COCO,M,Soft Coated Wheaten Terrier,Queens,07/05/2016
COCOA,M,Australian Terrier,Bronx,07/05/2016
COFFEE,F,Dachshund Smooth Coat Miniature,Bronx,07/05/2016
COOPER,M,Labrador Retriever,Staten Island,07/05/2016
DAX,M,Yorkshire Terrier,Queens,07/05/2016
DESI,F,Yorkshire Terrier,Manhattan,07/05/2016
DEUCE,M,"Pointer, German Shorthaired",Manhattan,07/05/2016
DEWEY ,M,French Bulldog,Brooklyn,07/05/2016
DEXTER,M,Cavalier King Charles Spaniel,Queens,07/05/2016
DINO,M,Chihuahua,Bronx,07/05/2016
DOXIE ,F,Dachshund Smooth Coat,STATEN IS,07/05/2016
ELLIE,F,Shih Tzu,Brooklyn,07/05/2016
ELLIOTT,M,Labrador Retriever,Brooklyn,07/05/2016
ELVIS,M,Maltese,Manhattan,07/05/2016
EMMA,F,Unknown,Manhattan,07/05/2016
EMMA,F,Unknown,Manhattan,07/05/2016
EMMA,F,Chihuahua,Queens,07/05/2016
EVA,F,"Bull Dog, French",Brooklyn,07/05/2016
FINN,M,French Bulldog,Manhattan,07/05/2016
FINN,M,Pembroke Welsh Corgi Crossbreed,Brooklyn,07/05/2016
FINN ,M,Australian Shepherd,Manhattan,07/05/2016
FRIDA,F,Whippet,Brooklyn,07/05/2016
GIBSON,M,Australian Cattledog,Brooklyn,07/05/2016
GIGI,F,Pug,Manhattan,07/05/2016
GIZMO,M,"Poodle, Toy",Brooklyn,07/05/2016
GIZMO,M,"Poodle, Toy",Queens,07/05/2016
GLORY,F,"Dachshund, Long Haired",Queens,07/05/2016
GRAYSON,M,Unknown,Staten Island,07/05/2016
HACHIKO ,M,Shiba Inu,Queens,07/05/2016
HERSCHEL,M,Puggle,Manhattan,07/05/2016
HIRO ,M,Shiba Inu,Queens,07/05/2016
HOGAN,M,Bassett Hound,Brooklyn,07/05/2016
HUDSON,F,Cocker Spaniel,Manhattan,07/05/2016
HUNTER,M,Chihuahua,Brooklyn,07/05/2016
