AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
ICE,F,American Staffordshire Terrier ,Bronx,07/05/2016
IGGY,M,Pembroke Welsh Corgi,Brooklyn,07/05/2016
JACK,M,American Pit Bull Terrier/Pit Bull,Brooklyn,07/05/2016
JACKSON,M,Pug Crossbreed,Manhattan,07/05/2016
JACKSON ,M,Unknown,Brooklyn,07/05/2016
JADA,F,Labrador Retriever,Staten Island,07/05/2016
JEMMA,F,Unknown,Manhattan,07/05/2016
JEWELZ,F,Yorkshire Terrier,Brooklyn,07/05/2016
JIMINY ,M,Pomeranian,Staten Island,07/05/2016
JOHNNY ,M,Unknown,Brooklyn,07/05/2016
JOSIE,F,Miniature Schnauzer,Queens,07/05/2016
JOURNEY,M,Siberian Husky Crossbreed,Brooklyn,07/05/2016
KANE,M,Puggle,Brooklyn,07/05/2016
KAYLA,F,Unknown,Brooklyn,07/05/2016
KNOX,M,German Shepherd Dog,Brooklyn,07/05/2016
KOKO,F,Havanese,Manhattan,07/05/2016
KUMA,M,American Eskimo dog,Queens,07/05/2016
KUMA,M,Shiba Inu,Manhattan,07/05/2016
KYLIE,F,Yorkshire Terrier,Bronx,07/05/2016
KYRO,M,Yorkshire Terrier,Brooklyn,07/05/2016
LACY ,F,Chihuahua,MANHATTAN,07/05/2016
LADY ,F,Cocker Spaniel,Brooklyn,07/05/2016
LADY ,F,Australian Cattledog,Brooklyn,07/05/2016
LAMPO,M,Bull Terrier,Brooklyn,07/05/2016
LAYLA,F,Labrador Retriever,Queens,07/05/2016
LEOPOLD,M,"Dachshund, Long Haired",Queens,07/05/2016
LIZ,F,American Pit Bull Terrier/Pit Bull,Manhattan,07/05/2016
LOKI,M,"Bull Dog, French",Queens,07/05/2016
LOPEZ,M,German Shepherd Dog,Queens,07/05/2016
LOUIE,M,Cocker Spaniel,Queens,07/05/2016
LOUIE,M,Unknown,Manhattan,07/05/2016
LOUIS ,M,Bichon Frise,Manhattan,07/05/2016
LUCY,F,Chihuahua Crossbreed,Queens,07/05/2016
LUCY,F,Pug,Queens,07/05/2016
LUCY,F,American Staffordshire Terrier ,Brooklyn,07/05/2016
LUCY ,F,"Poodle, Miniature",Brooklyn,07/05/2016
LUCY ,F,"Dachshund, Wirehaired",Brooklyn,07/05/2016
LULU,F,Shih Tzu,Queens,07/05/2016
LULU,F,Havanese,Manhattan,07/05/2016
LUNA,F,Siberian Husky,Queens,07/05/2016
LUNA,F,"Bull Dog, French",Queens,07/05/2016
LUNA ,F,Chihuahua Crossbreed,Queens,07/05/2016
MABEL ,F,Dachshund Smooth Coat Miniature,Brooklyn,07/05/2016
MAGGIE ,F,Labrador Retriever,Staten Island,07/05/2016
MARGEAUX,F,Terrier mix,Manhattan,07/05/2016
MARY,F,Unknown,Manhattan,07/05/2016
MEEKO,F,Pug,Bronx,07/05/2016
MIKO,F,Border Terrier,Brooklyn,07/05/2016
MILLI,F,Yorkshire Terrier,Manhattan,07/05/2016
MILO,M,Australian Shepherd,Manhattan,07/05/2016
MOZZIE,M,American Pit Bull Terrier/Pit Bull,Manhattan,07/05/2016
MUSHIE,M,Yorkshire Terrier,Manhattan,07/05/2016
N/A,M,Cocker Spaniel,Queens,07/05/2016
NICKEL ,M,Unknown,Staten Island,07/05/2016
NIKKI,F,German Shorthaired Pointer,Manhattan,07/05/2016
NUGGET ,F,German Shepherd Crossbreed,Staten Island,07/05/2016
NYAH,F,Weimaraner,Brooklyn,07/05/2016
OLYMPIA,F,Unknown,Brooklyn,07/05/2016
ORLANDO,M,Yorkshire Terrier,Queens,07/05/2016
PANDA ,F,Pomeranian,Brooklyn,07/05/2016
PAQUITA,F,Chihuahua,Bronx,07/05/2016
PAX,F,Jack Russell Terrier,Manhattan,07/05/2016
PEANUT ,F,Chihuahua Crossbreed,Manhattan,07/05/2016
PENELOPE ,F,Labradoodle,Manhattan,07/05/2016
PEPE ,M,Yorkshire Terrier,Manhattan,07/05/2016
PEPPER ,M,Cocker Spaniel,Manhattan,07/05/2016
PERCY,M,Yorkshire Terrier,Manhattan,07/05/2016
PERCY,M,Cocker Spaniel,Brooklyn,07/05/2016
PHILLY,F,Golden Retriever,Manhattan,07/05/2016
PICCOLO,M,"Poodle, Standard",Manhattan,07/05/2016
POOKIE,F,Yorkshire Terrier,Brooklyn,07/05/2016
PRAJNA,F,Labrador Retriever,Manhattan,07/05/2016
PRINCE,M,Unknown,Queens,07/05/2016
PUMPKIN ,F,Pug,Manhattan,07/05/2016
RAISIN,F,Cairn Terrier,Staten Island,07/05/2016
RALPHIE,M,Bichon Frise,Bronx,07/05/2016
REESE,M,Terrier mix,Brooklyn,07/05/2016
REX,M,"Bull Dog, English",Queens,07/05/2016
ROBIN ,F,Pomeranian,Manhattan,07/05/2016
ROCKY,M,Dachshund Smooth Coat,Manhattan,07/05/2016
ROXIE,F,German Shepherd Dog,Manhattan,07/05/2016
RUBY,F,Shih Tzu,Manhattan,07/05/2016
RUBY,F,French Bulldog,Manhattan,07/05/2016
RUBY,F,Australian Cattledog,Staten Island,07/05/2016
RUSTY ,M,Norwich Terrier,Brooklyn,07/05/2016
SADIE,F,Morkie,Staten Island,07/05/2016
SAM ,M,Vizsla,Brooklyn,07/05/2016
SAMMIE,M,Maltese,Manhattan,07/05/2016
SAMMIE,F,"Dachshund, Long Haired",Manhattan,07/05/2016
SAMSON,M,Australian Silky Terrier,Brooklyn,07/05/2016
SANDY ,F,Unknown,Bronx,07/05/2016
SARGE,M,"Schnauzer, Miniature",Brooklyn,07/05/2016
SASHA,F,Bassett Hound,Staten Island,07/05/2016
SATSUKI,F,Shiba Inu,Brooklyn,07/05/2016
SCOOBY,M,Labrador Retriever,Brooklyn,07/05/2016
SCRUBS,M,Yorkshire Terrier,Bronx,07/05/2016
SHADOW,F,Terrier mix,Bronx,07/05/2016
SHADOW ,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/05/2016
SIENNA ,F,Labrador Retriever,Brooklyn,07/05/2016
SISAL ,M,Shih Tzu,Queens,07/05/2016
SKYLA ,F,Chihuahua Crossbreed,Bronx,07/05/2016
SKYLER ,F,Weimaraner,Manhattan,07/05/2016
SMOKIE,M,Pekingese,Brooklyn,07/05/2016
SNOOPY,M,Chihuahua,Manhattan,07/05/2016
SNOOPY,M,Maltese,Queens,07/05/2016
SNOWBALL,M,Maltese,Manhattan,07/05/2016
SNOWY,F,Labrador Retriever,Brooklyn,07/05/2016
SOPHIE,F,Yorkshire Terrier,Brooklyn,07/05/2016
SPARKIE ,M,Jack Russell Terrier,Queens,07/05/2016
SPARKY,M,Beagle Crossbreed,Queens,07/05/2016
SPIKE,F,Havanese,Manhattan,07/05/2016
TALLULAH,F,"Poodle, Miniature",Manhattan,07/05/2016
TASHA,F,German Shepherd Crossbreed,Manhattan,07/05/2016
TEDDY,M,Golden Retriever,Manhattan,07/05/2016
TERRY,M,Maltese Crossbreed,Manhattan,07/05/2016
TOBBY,M,Yorkshire Terrier,Bronx,07/05/2016
TOBIAS,M,English Cocker Spaniel,Manhattan,07/05/2016
TOMMY,M,Pomeranian Crossbreed,Manhattan,07/05/2016
TOODLE,F,Terrier Crossbreed,Brooklyn,07/05/2016
TOOTSIE ,F,Unknown,Manhattan,07/05/2016
TUBBINS,M,"Welsh Corgi, Pembroke",Brooklyn,07/05/2016
TUBBY,F,Unknown,Bronx,07/05/2016
UNKNOWN,F,Shih Tzu,Brooklyn,07/05/2016
UNKNOWN,F,Morkie,Brooklyn,07/05/2016
VESTA ,F,Jack Russell Terrier,Manhattan,07/05/2016
VLADIMIR,M,Brittany Spaniel,Queens,07/05/2016
WHISKEY,M,Cavalier King Charles Spaniel,Manhattan,07/05/2016
WICKET,M,Shih Tzu,Bronx,07/05/2016
WILEY,M,Australian Shepherd,Brooklyn,07/05/2016
XENA ,F,American Staffordshire Terrier ,Brooklyn,07/05/2016
YANKEE ,M,Labrador Retriever,Manhattan,07/05/2016
YURI ,M,Shiba Inu,Queens,07/05/2016
ZADIE,F,Beagle Crossbreed,Brooklyn,07/05/2016
ZAK ,M,Siberian Husky,Staten Island,07/05/2016
ALFIE ,M,Cavalier King Charles Spaniel,Queens,07/04/2016
BAE ,F,French Bulldog,Brooklyn,07/04/2016
BAGUETTE,M,French Bulldog,Manhattan,07/04/2016
BAILEY,F,Labrador Retriever,Staten Island,07/04/2016
BAILEY ,F,Cocker Spaniel,Queens,07/04/2016
BANDIT,M,Portuguese Water Dog,Queens,07/04/2016
BEAR,M,Australian Shepherd,Manhattan,07/04/2016
BELLA,F,Russell Terrier,Queens,07/04/2016
BELLA ,F,Jack Russell Terrier,Queens,07/04/2016
BENSON ,M,Labrador Retriever,Brooklyn,07/04/2016
BILLY,M,Poodle Crossbreed,Brooklyn,07/04/2016
BLUE,M,Maltese,Manhattan,07/04/2016
BOOTSY,M,Boxer,Brooklyn,07/04/2016
BRONSON ,M,Shiba Inu,Manhattan,07/04/2016
BUCKLEY,M,Yorkshire Terrier,Manhattan,07/04/2016
BUFFY,F,Golden Retriever,Manhattan,07/04/2016
CHARLIE,M,Shih Tzu,Queens,07/04/2016
CHARLIE,M,Golden Retriever,Bronx,07/04/2016
CHARLIE,M,Poodle Crossbreed,Brooklyn,07/04/2016
CHARLIE,F,Italian Greyhound,Brooklyn,07/04/2016
CHARLIE ,M,"Poodle, Miniature",Manhattan,07/04/2016
CHAZZ ,F,Vizsla,Manhattan,07/04/2016
CURLY,M,"Poodle, Standard",Queens,07/04/2016
DADDY,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/04/2016
DASH,M,American Eskimo dog,Brooklyn,07/04/2016
DASH,M,Beagle,Manhattan,07/04/2016
DINA,F,Miniature Pinscher,Staten Island,07/04/2016
DUKE ,M,Miniature Pinscher,Staten Island,07/04/2016
ELLIOTT ,M,Chihuahua,Brooklyn,07/04/2016
FERGIE,F,Chihuahua,Bronx,07/04/2016
GABRIELLE,F,German Shepherd Dog,Brooklyn,07/04/2016
GINGER,F,Shiba Inu,Brooklyn,07/04/2016
GIRLIE ,F,Maltese,Manhattan,07/04/2016
GIZMO,M,Shih Tzu Crossbreed,Queens,07/04/2016
GOTTI ,M,American Pit Bull Terrier/Pit Bull,Bronx,07/04/2016
GUS,M,Unknown,Queens,07/04/2016
GUS,M,Japanese Chin/Spaniel,Manhattan,07/04/2016
HATTIE,F,Labrador Retriever,Manhattan,07/04/2016
HAZEL ,F,Labrador Retriever Crossbreed,Bronx,07/04/2016
INKA,F,Catahoula Leopard Dog,Manhattan,07/04/2016
ISA,F,Chihuahua,Brooklyn,07/04/2016
ISIS ,F,American Pit Bull Mix / Pit Bull Mix,Queens,07/04/2016
J-K,M,Maltese,Queens,07/04/2016
JACK,M,German Wirehaired Pointer,Bronx,07/04/2016
JACK ,M,"Poodle, Miniature",Bronx,07/04/2016
KAYLA ,F,Yorkshire Terrier,Brooklyn,07/04/2016
KENZIE ,F,Affenpinscher,Staten Island,07/04/2016
KILLER ,M,Jack Russell Terrier,Queens,07/04/2016
KIRBY ,M,Bichon Frise,Manhattan,07/04/2016
LAYLA ,F,Labradoodle,Manhattan,07/04/2016
LEO,M,Shih Tzu,Manhattan,07/04/2016
LOLA,F,Maltese,Bronx,07/04/2016
LUCAS ,M,Shih Tzu,Queens,07/04/2016
LULU,F,Maltese,Manhattan,07/04/2016
MA-ALI,F,Maltese,Manhattan,07/04/2016
MADDIE,F,Unknown,Queens,07/04/2016
MALCOLM,M,Bassett Hound,Brooklyn,07/04/2016
MIA,F,Chihuahua,Brooklyn,07/04/2016
MICHAEL,M,Unknown,Brooklyn,07/04/2016
MINILIK ,F,Dachshund Smooth Coat Miniature,Manhattan,07/04/2016
MR. ,M,Rottweiler Crossbreed,Brooklyn,07/04/2016
MULAN,F,Pomeranian Crossbreed,Manhattan,07/04/2016
MYLES,F,Boston Terrier,Manhattan,07/04/2016
N/A,F,Boston Terrier,Manhattan,07/04/2016
N/A,M,Puggle,Queens,07/04/2016
N/A,M,Rottweiler,Staten Island,07/04/2016
NAME NOT PROVIDED,F,Yorkshire Terrier Crossbreed,Queens,07/04/2016
NINO,M,Border Terrier,Brooklyn,07/04/2016
OTIS,M,Maltese,Manhattan,07/04/2016
PETUNIA,F,Chihuahua,Brooklyn,07/04/2016
POOKIE,M,Golden Retriever,Brooklyn,07/04/2016
PORCO,M,Maltese,Brooklyn,07/04/2016
PRECIOUS ,F,Pug,Bronx,07/04/2016
PRINCE ,M,"Collie, Border",Manhattan,07/04/2016
PUDDINGS,M,Pug,Manhattan,07/04/2016
PUNKIE,M,Chihuahua,Queens,07/04/2016
PUNKIE,M,Chihuahua,Queens,07/04/2016
PYM,F,Golden Retriever,Manhattan,07/04/2016
REMMY,M,Cane Corso,Staten Island,07/04/2016
ROCCO ,M,French Bulldog,Staten Island,07/04/2016
ROCKY,M,Shih Tzu,Brooklyn,07/04/2016
SADIE,F,Unknown,Queens,07/04/2016
SADIE ,F,Brittany,Manhattan,07/04/2016
SAMMIE,F,Labrador Retriever Crossbreed,Queens,07/04/2016
SASHA,F,Alaskan Malamute,Brooklyn,07/04/2016
SCOTTY ,M,Unknown,Bronx,07/04/2016
SIMON,M,Lhasa Apso,Bronx,07/04/2016
STARBUCK,M,Golden Retriever,Manhattan,07/04/2016
STELLA,F,Unknown,Manhattan,07/04/2016
TEDDY,M,French Bulldog,Manhattan,07/04/2016
TIMBER,M,Labradoodle,Brooklyn,07/04/2016
TJ,M,Maltese,Queens,07/04/2016
TYSON,M,Golden Retriever,Manhattan,07/04/2016
WATSON,M,Chihuahua,Manhattan,07/04/2016
ZIGGI,F,Wheaton Terrier,Queens,07/04/2016
ABBY,F,American Foxhound,Manhattan,07/03/2016
ALADDIN,M,Maltipoo,Queens,07/03/2016
ANGEL,F,American Pit Bull Terrier/Pit Bull,Manhattan,07/03/2016
ANGELIA,F,English Springer Spaniel,Staten Island,07/03/2016
BAGGINS,F,Terrier mix,Brooklyn,07/03/2016
BEE ,M,Maltese,Queens,07/03/2016
BELLE ,F,Pug,Staten Island,07/03/2016
BENJY,M,Chihuahua,Manhattan,07/03/2016
BLU,F,Siberian Husky,Queens,07/03/2016
BLUE,M,American Pit Bull Terrier/Pit Bull,Brooklyn,07/03/2016
BOBBY,M,Beagle,Staten Island,07/03/2016
BOSS,M,American Staffordshire Terrier ,Queens,07/03/2016
BRONX,M,Jack Russell Terrier,Brooklyn,07/03/2016
BROOKS,M,Cocker Spaniel,Manhattan,07/03/2016
BUDDY,M,Chow Chow,Queens,07/03/2016
BUSTER ,M,Lhasa Apso,Brooklyn,07/03/2016
CAPONE,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,07/03/2016
CAVALLI,M,Chihuahua,Brooklyn,07/03/2016
CECE,F,Havanese,Queens,07/03/2016
CHANEL,F,"Poodle, Toy",Staten Island,07/03/2016
CHARLIE,M,Poodle,Queens,07/03/2016
CHARLIE,M,"Poodle, Miniature",Manhattan,07/03/2016
CINNAMON,F,Labrador Retriever Crossbreed,Brooklyn,07/03/2016
CONNOR,M,Greyhound,Staten Island,07/03/2016
DANTE,M,Shih Tzu,Staten Island,07/03/2016
DELILAH,F,Pomeranian,Brooklyn,07/03/2016
DRAKE ,M,Dachshund,Bronx,07/03/2016
DVASH,F,Bichon Frise,Brooklyn,07/03/2016
ERNIE,M,Labrador Retriever,Brooklyn,07/03/2016
FENNY,F,Unknown,Manhattan,07/03/2016
FONZIE,M,Pomeranian,Staten Island,07/03/2016
GATSBY,M,Labrador Retriever Crossbreed,Brooklyn,07/03/2016
GIMLI,F,Terrier mix,Brooklyn,07/03/2016
GROVER,M,Jack Russell Terrier,Manhattan,07/03/2016
GRYPHON,M,Borzoi,Manhattan,07/03/2016
GULLIVER ,M,Labradoodle,Manhattan,07/03/2016
HAPPY,F,Shih Tzu,Queens,07/03/2016
HARRY,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/03/2016
HAZEL,F,Chihuahua Crossbreed,Queens,07/03/2016
HIRO,M,Shiba Inu,Queens,07/03/2016
HONEY ,F,Boston Terrier,Manhattan,07/03/2016
INDIKA,F,Yorkshire Terrier,Brooklyn,07/03/2016
JACK,F,Pomeranian,Manhattan,07/03/2016
JASMINE,F,"Shar-Pei, Chinese",Queens,07/03/2016
JAX,M,Bernese Mountain Dog,Queens,07/03/2016
KEYSPAN,M,"Poodle, Toy",Staten Island,07/03/2016
KIARA ,F,Yorkshire Terrier,Queens,07/03/2016
KNEIDEL,F,Bichon Frise,Brooklyn,07/03/2016
LANGSTON,M,"Bull Dog, French",Bronx,07/03/2016
LEXI,F,Chihuahua,Manhattan,07/03/2016
LEXI,F,Maltese,Manhattan,07/03/2016
LEXIE,F,"Welsh Corgi, Pembroke",Queens,07/03/2016
LIFELINE,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,07/03/2016
LIL ,M,Parson Russell Terrier,Queens,07/03/2016
LILY,F,Beagle,Manhattan,07/03/2016
LUCKY,M,Yorkshire Terrier,Bronx,07/03/2016
LUCY ,F,American Eskimo dog,Staten Island,07/03/2016
LUNA,F,"Schnauzer, Standard",Brooklyn,07/03/2016
MADDEN,M,"Welsh Corgi, Pembroke",Queens,07/03/2016
MADISON,F,Shih Tzu,Manhattan,07/03/2016
MAILO,M,Jack Russell Terrier,Brooklyn,07/03/2016
MANUTE,M,German Shepherd Crossbreed,Brooklyn,07/03/2016
MAX ,M,Unknown,Manhattan,07/03/2016
MCEVOY,M,Unknown,Manhattan,07/03/2016
MEOW,M,Shih Tzu,Queens,07/03/2016
MISIO,M,Yorkshire Terrier,Brooklyn,07/03/2016
MISIO,M,Yorkshire Terrier,Brooklyn,07/03/2016
MOLLY,F,Belgian Sheepdog,Queens,07/03/2016
MONTY,M,Yorkshire Terrier,Brooklyn,07/03/2016
NAME NOT PROVIDED,M,Shih Tzu Crossbreed,Bronx,07/03/2016
ODIN,M,Yorkshire Terrier,Bronx,07/03/2016
OREJAS,M,Unknown,Brooklyn,07/03/2016
OREO ,M,Unknown,Staten Island,07/03/2016
PANDA,M,American Pit Bull Terrier/Pit Bull,Queens,07/03/2016
PARIS,F,German Shepherd Crossbreed,Brooklyn,07/03/2016
PERDITA,F,Yorkshire Terrier,Staten Island,07/03/2016
PERRY ,M,Cavalier King Charles Spaniel,Manhattan,07/03/2016
PHOENIX,F,Plott,Manhattan,07/03/2016
PHOENIX,M,Borzoi,Manhattan,07/03/2016
PIPER,F,Labrador Retriever,Brooklyn,07/03/2016
RALPHIE,M,Goldendoodle,Brooklyn,07/03/2016
RALPHIE,M,Papillon,Staten Island,07/03/2016
RANGER ,M,Unknown,Manhattan,07/03/2016
RILEY,M,Yorkshire Terrier,Bronx,07/03/2016
ROLLO,M,Border Collie,Brooklyn,07/03/2016
ROXIE,F,Pekingese,Queens,07/03/2016
SAVANNA,F,Unknown,Manhattan,07/03/2016
SCRAPPY,M,Shih Tzu,Brooklyn,07/03/2016
SHAGGY ,M,Yorkshire Terrier,Queens,07/03/2016
SHEPADOR,M,German Shepherd Crossbreed,Manhattan,07/03/2016
SHIRO,M,German Shepherd Crossbreed,Brooklyn,07/03/2016
SNOOZER,M,Chihuahua Crossbreed,Bronx,07/03/2016
SOPHIA,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/03/2016
SPAZZ,M,Unknown,Bronx,07/03/2016
TANGO,M,Chihuahua,Queens,07/03/2016
TEDDY,M,Poodle,Manhattan,07/03/2016
TROUSERS,M,Pug,Brooklyn,07/03/2016
UNKNOWN,M,Chihuahua Crossbreed,Brooklyn,07/03/2016
WILBUR,M,Basset Hound,Brooklyn,07/03/2016
WOODROW,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/03/2016
YOHANN,M,"Poodle, Miniature",Queens,07/03/2016
YOYO,F,Dachshund Crossbreed,Brooklyn,07/03/2016
ZOE,F,Pekingese,Queens,07/03/2016
ZOE,F,Greyhound,Brooklyn,07/03/2016
AMANDA,F,Maltese,Brooklyn,07/02/2016
APACHE,M,Unknown,Manhattan,07/02/2016
APOLLO,M,Terrier mix,Staten Island,07/02/2016
ARCHIE,M,Pembroke Welsh Corgi,Brooklyn,07/02/2016
BABY,M,Chihuahua,Brooklyn,07/02/2016
BABY ,F,Maltese,Queens,07/02/2016
BAILEY,F,Unknown,Queens,07/02/2016
BASHO ,M,Japanese Chin/Spaniel,Manhattan,07/02/2016
BELL,F,Terrier Crossbreed,Queens,07/02/2016
BELLA,F,Yorkshire Terrier,Bronx,07/02/2016
BENJI,M,Brussels Griffon,Brooklyn,07/02/2016
BENNY,M,Dachshund Smooth Coat,Brooklyn,07/02/2016
BRAVO,M,Siberian Husky Crossbreed,Manhattan,07/02/2016
BUCKY,M,Pekingese,Staten Island,07/02/2016
BUDDY,M,Labrador Retriever,Bronx,07/02/2016
BULLET,M,Rat Terrier,Queens,07/02/2016
BUSTA ,M,Unknown,Brooklyn,07/02/2016
CAPITAN ,M,Shiba Inu,Queens,07/02/2016
CHA ,F,Pomeranian Crossbreed,Bronx,07/02/2016
CHATO,M,Unknown,Bronx,07/02/2016
CIELO ,F,Pomeranian,Queens,07/02/2016
CLAUS,M,Labrador Retriever Crossbreed,Brooklyn,07/02/2016
COCO ,F,Yorkshire Terrier,Queens,07/02/2016
COCO ,M,Maltese,Queens,07/02/2016
CODY ,M,Maltese,Brooklyn,07/02/2016
COSMO,M,"Poodle, Standard",Bronx,07/02/2016
CUTTER ,M,Brittany Spaniel,Staten Island,07/02/2016
CYPHER,F,American Pit Bull Mix / Pit Bull Mix,Bronx,07/02/2016
DAISY ,F,Havanese,Manhattan,07/02/2016
DISCO,M,Chihuahua,Brooklyn,07/02/2016
DJ,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,07/02/2016
DOBBY,M,Poodle Crossbreed,Brooklyn,07/02/2016
DUSTY ,M,Chihuahua,Queens,07/02/2016
ELLIE ,F,Australian Shepherd,Brooklyn,07/02/2016
EMMA,F,Beagle Crossbreed,Queens,07/02/2016
FAITH ,F,Maltese,Staten Island,07/02/2016
FELICIA,F,Unknown,Queens,07/02/2016
FIONA ,F,Unknown,Manhattan,07/02/2016
FRANKIE,M,Labrador Retriever,Queens,07/02/2016
FREDDIE,M,Yorkshire Terrier,Brooklyn,07/02/2016
GAMBIT,M,Yorkshire Terrier,Bronx,07/02/2016
GEORGIE ,M,Puggle,Bronx,07/02/2016
GERTRUDE,F,Unknown,New York,07/02/2016
GRACIE ,F,Papillon,Manhattan,07/02/2016
HANK,M,French Bulldog,Brooklyn,07/02/2016
HARPER ,F,Beagle Crossbreed,Manhattan,07/02/2016
HARRY,M,Labrador Retriever Crossbreed,Queens,07/02/2016
HOMER ,M,Australian Shepherd,Brooklyn,07/02/2016
HONEY,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/02/2016
JACKSON,M,Unknown,Brooklyn,07/02/2016
JAX,M,Brussels Griffon,Manhattan,07/02/2016
JAX,M,Unknown,Staten Island,07/02/2016
JILLY,F,Unknown,Manhattan,07/02/2016
KARENINA ,F,Collie Crossbreed,Manhattan,07/02/2016
KRATOS,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,07/02/2016
KYRIE,M,Yorkshire Terrier Crossbreed,Queens,07/02/2016
LEAP,F,Boxer,Manhattan,07/02/2016
LEO,M,American Pit Bull Terrier/Pit Bull,Brooklyn,07/02/2016
LILY,F,Yorkshire Terrier,Manhattan,07/02/2016
LILY,F,Yorkshire Terrier,Queens,07/02/2016
LOKI,M,Alaskan Malamute,Manhattan,07/02/2016
LOLA,F,Havanese,Manhattan,07/02/2016
LUNA,F,Italian Greyhound,Brooklyn,07/02/2016
MAGGIE,F,Bassett Hound,Brooklyn,07/02/2016
MILO,M,Rat Terrier,Manhattan,07/02/2016
MILO ,M,Yorkshire Terrier,Queens,07/02/2016
MILOU,F,Shih Tzu Crossbreed,Queens,07/02/2016
MISTAH,M,Dachshund Smooth Coat,Bronx,07/02/2016
MOOSE,M,Dachshund Smooth Coat Miniature,Brooklyn,07/02/2016
MUNCHIN,F,Yorkshire Terrier,Brooklyn,07/02/2016
MUSASHI,M,Whippet,Manhattan,07/02/2016
NAME NOT PROVIDED,M,Siberian Husky,Bronx,07/02/2016
NAME NOT PROVIDED,F,Shih Tzu Crossbreed,Bronx,07/02/2016
NAME NOT PROVIDED,F,Cocker Spaniel,Queens,07/02/2016
NAME NOT PROVIDED,F,Cocker Spaniel,Queens,07/02/2016
NAME NOT PROVIDED,M,Yorkshire Terrier,Brooklyn,07/02/2016
NICOLETTE,F,Poodle Crossbreed,Manhattan,07/02/2016
NOVA,F,Beagle,Brooklyn,07/02/2016
OLIVER,M,Goldendoodle,Manhattan,07/02/2016
ONYX,M,Shih Tzu,Bronx,07/02/2016
ORIANA,F,Terrier mix,Queens,07/02/2016
OTIS,M,Norwich Terrier,Manhattan,07/02/2016
OZZIE,M,Yorkshire Terrier,Brooklyn,07/02/2016
PEANUT,M,Puggle,Manhattan,07/02/2016
PEBBLES,F,Toy Fox Terrier,Manhattan,07/02/2016
PEPPER ,M,Shih Tzu,Bronx,07/02/2016
PERSEPHONE,F,Labrador Retriever,Brooklyn,07/02/2016
PHOEBE,F,Yorkshire Terrier,Queens,07/02/2016
PIPER,M,Cairn Terrier,Manhattan,07/02/2016
POLO,M,Cocker Spaniel,Manhattan,07/02/2016
PRINCE ,M,Yorkshire Terrier,Queens,07/02/2016
RANGER,M,Labrador Retriever,Brooklyn,07/02/2016
RASCO,M,American Pit Bull Terrier/Pit Bull,Bronx,07/02/2016
REX,M,American Pit Bull Terrier/Pit Bull,Queens,07/02/2016
RILEY,F,Labrador Retriever,Manhattan,07/02/2016
ROCKY,M,Maltese,Queens,07/02/2016
RONNY,M,Golden Retriever,Staten Island,07/02/2016
RONNY,M,Golden Retriever,Staten Island,07/02/2016
ROSEMARY,F,American Pit Bull Mix / Pit Bull Mix,Queens,07/02/2016
RUBY,F,Plott,Queens,07/02/2016
SANDY,F,Yorkshire Terrier,Manhattan,07/02/2016
SHADOW,M,Labrador Retriever,Staten Island,07/02/2016
SHERLOCK,M,Havanese,Manhattan,07/02/2016
SIMBA,M,Yorkshire Terrier,Queens,07/02/2016
SIMON,M,Cocker Spaniel,Brooklyn,07/02/2016
SPARKY ,M,Cavalier King Charles Spaniel,Staten Island,07/02/2016
SPIKE,M,Boxer,Brooklyn,07/02/2016
TALLULAH,F,Labrador Retriever,Brooklyn,07/02/2016
TAMY ,F,Pug,Queens,07/02/2016
TAZZ ,M,American Pit Bull Mix / Pit Bull Mix,Queens,07/02/2016
TEDDY ,M,Poodle,Brooklyn,07/02/2016
TINA ,F,Unknown,Bronx,07/02/2016
TP ,F,West High White Terrier,Queens,07/02/2016
TROOPER,M,Unknown,Brooklyn,07/02/2016
TUGG ,M,Unknown,Manhattan,07/02/2016
TUNDRA,F,Siberian Husky,Manhattan,07/02/2016
TUX,M,Staffordshire Bull Terrier,Manhattan,07/02/2016
UNKNOWN,M,Poodle Crossbreed,Manhattan,07/02/2016
UNKNOWN,M,Poodle Crossbreed,Manhattan,07/02/2016
UNKNOWN,M,Chihuahua Crossbreed,Brooklyn,07/02/2016
USCHI,F,"Schnauzer, Miniature",Manhattan,07/02/2016
VAN ,M,Labrador Retriever Crossbreed,Queens,07/02/2016
WEE ,M,Italian Greyhound,Brooklyn,07/02/2016
WINSTON,M,Unknown,Brooklyn,07/02/2016
WIZARD,M,Bichon Frise,Brooklyn,07/02/2016
WYLIE ,F,Jack Russell Terrier,Queens,07/02/2016
XERO,M,Lhasa Apso,Manhattan,07/02/2016
ZOE,F,Unknown,Queens,07/02/2016
ZOEY,F,Labrador Retriever,Staten Island,07/02/2016
RUSTY,M,Cavalier King Charles Spaniel,Queens,07/01/2016
